LEVEL2,LEVEL1,ALTERNATIVE,STATUS,STATUS NOTE,ITEMID,MIMIC LABEL,UNITNAME,LINKSTO,COUNT,CATEGORY,CONCEPTID,FLUID,LOINC_CODE,DBSOURCE,,PARAM_TYPE,NOTE
,,PA Catheter Tubing Change,,,225356,PA Catheter Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,PA Catheter Waveform Appear,,,225357,PA Catheter Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Pheresis Catheter Cap Change,,,225367,Pheresis Catheter Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Pheresis Catheter Change over Wire Date,,,225368,Pheresis Catheter Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Pheresis Catheter Dressing Change,,,225369,Pheresis Catheter Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Pheresis Catheter Insertion Date,,,225370,Pheresis Catheter Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Pheresis Catheter Site Appear,,,225371,Pheresis Catheter Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Pheresis Catheter Tubing Change,,,225372,Pheresis Catheter Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Indwelling Port (PortaCath) Cap Change,,,225375,Indwelling Port (PortaCath) Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Indwelling Port (PortaCath) Change over Wire Date,,,225376,Indwelling Port (PortaCath) Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Indwelling Port (PortaCath) Dressing Change,,,225377,Indwelling Port (PortaCath) Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Indwelling Port (PortaCath) Insertion Date,,,225378,Indwelling Port (PortaCath) Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Indwelling Port (PortaCath) Site Appear,,,225379,Indwelling Port (PortaCath) Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Indwelling Port (PortaCath) Tubing Change,,,225380,Indwelling Port (PortaCath)Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Presep Catheter Cap Change,,,225383,Presep Catheter Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Presep Catheter Change over Wire Date,,,225384,Presep Catheter Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Presep Catheter Dressing Change,,,225385,Presep Catheter Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Presep Catheter Insertion Date,,,225386,Presep Catheter Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Presep Catheter Site Appear,,,225387,Presep Catheter Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Presep Catheter Waveform Appear,,,225388,Presep Catheter Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Presep Catheter Tubing Change,,,225390,Presep Catheter Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Triple Introducer Cap Change,,,225391,Triple Introducer Cap Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Triple Introducer Change over Wire Date,,,225392,Triple Introducer Change over Wire Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Triple Introducer Dressing Change,,,225393,Triple Introducer Dressing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Triple Introducer Insertion Date,,,225394,Triple Introducer Insertion Date,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Triple Introducer Site Appear,,,225395,Triple Introducer Site Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Triple Introducer Tubing Change,,,225396,Triple Introducer Tubing Change,,datetimeevents,0,Access Lines - Invasive,,,,metavision,,Date time,
,,Triple Introducer Waveform Appear,,,225397,Triple Introducer Waveform Appear,,,0,Access Lines - Invasive,,,,metavision,,Text,
,,Lumbar Puncture,,,225399,Lumbar Puncture,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Bronchoscopy,,,225400,Bronchoscopy,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Blood Cultured,,,225401,Blood Cultured,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,
,,EKG,,,225402,EKG,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Transferred to Floor,,,225406,Transferred to Floor,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,VNA / home infusion,,,225409,VNA / home infusion,,,0,Case Management,,,,metavision,,Text,
,,Acute rehab,,,225410,Acute rehab,,,0,Case Management,,,,metavision,,Text,
,,Patient on vent,,,225411,Patient on vent,,,0,Case Management,,,,metavision,,Text,
,,Skilled nursing facility,,,225413,Skilled nursing facility,,,0,Case Management,,,,metavision,,Text,
,,Home without services,,,225414,Home without services,,chartevents,0,Case Management,,,,metavision,,Checkbox,
,,Home with services,,,225415,Home with services,,,0,Case Management,,,,metavision,,Text,
,,Angiography,,,225427,Angiography,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
,,Blakemore D/C,,,225428,Blakemore D/C,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Blakemore Inserted,,,225429,Blakemore Inserted,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Cardiac Cath,,,225430,Cardiac Cath,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Transthoracic Echo,,,225432,Transthoracic Echo,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
,,Chest Tube Placed,,,225433,Chest Tube Placed,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Colonoscopy,,,225434,Colonoscopy,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,CRRT Filter Change,,,225436,CRRT Filter Change,None,procedureevents_mv,0,Dialysis,,,,metavision,,Process,
,,CSF Culture,,,225437,CSF Culture,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,
,,Endoscopy,,,225439,Endoscopy,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Fluoroscopy,,,225440,Fluoroscopy,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Hemodialysis,,,225441,Hemodialysis,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Liver Biopsy,,,225442,Liver Biopsy,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Nuclear Medicine,,,225443,Nuclear Medicine,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Pan Culture,,,225444,Pan Culture,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,
,,Paracentesis,,,225445,Paracentesis,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,PEG Insertion,,,225446,PEG Insertion,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Percutaneous Drain Insertion,,,225447,Percutaneous Drain Insertion,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Percutaneous Tracheostomy,,,225448,Percutaneous Tracheostomy,None,procedureevents_mv,0,1-Intubation/Extubation,,,,metavision,,Process,
,,Pericardiocentesis,,,225449,Pericardiocentesis,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Radiation Therapy,,,225450,Radiation Therapy,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Sputum Culture,,,225451,Sputum Culture,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,
,,Urine Culture,,,225454,Urine Culture,None,procedureevents_mv,0,6-Cultures,,,,metavision,,Process,
,,Ventricular Drain,,,225456,Ventricular Drain,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Abdominal X-Ray,,,225457,Abdominal X-Ray,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
,,Chest X-Ray,,,225459,Chest X-Ray,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
,,Cervical Spine,,,225460,Cervical Spine,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
,,Pelvis,,,225461,Pelvis,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
,,Interventional Radiology,,,225462,Interventional Radiology,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
,,TLS Spine,,,225463,TLS Spine,None,procedureevents_mv,0,5-Imaging,,,,metavision,,Process,
,,Cardioversion/Defibrillation,,,225464,Cardioversion/Defibrillation,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Chest Pain,,,225465,Chest Pain,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Cardiac Arrest,,,225466,Cardiac Arrest,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Chest Opened,,,225467,Chest Opened,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Unplanned Extubation (patient-initiated),,,225468,Unplanned Extubation (patient-initiated),None,procedureevents_mv,0,1-Intubation/Extubation,,,,metavision,,Process,
,,OR Received,,,225469,OR Received,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,OR Sent,,,225470,OR Sent,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Pneumothorax,,,225472,Pneumothorax,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Fall,,,225474,Fall,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Respiratory Arrest,,,225475,Respiratory Arrest,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Unplanned Line/Catheter Removal (Non-Patient inita,,,225476,Unplanned Line/Catheter Removal (Non-Patient initated),None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Unplanned Extubation (non-patient initiated),,,225477,Unplanned Extubation (non-patient initiated),None,procedureevents_mv,0,1-Intubation/Extubation,,,,metavision,,Process,
,,Operation,,,225478,Operation,None,procedureevents_mv,0,3-Significant Events,,,,metavision,,Process,
,,Thoracentesis,,,225479,Thoracentesis,None,procedureevents_mv,0,4-Procedures,,,,metavision,,Process,
,,Insertion kit used (THCEN),,,225485,Insertion kit used (THCEN),,chartevents,0,Thoracentesis,,,,metavision,,Checkbox,
,,Hand cleansing prior to procedure (THCEN),,,225486,Hand cleansing prior to procedure (THCEN),,chartevents,0,Thoracentesis,,,,metavision,,Checkbox,
,,Barrier precautions in place (THCEN),,,225487,Barrier precautions in place (THCEN),,,0,Thoracentesis,,,,metavision,,Text,
,,Follow-up X-RAY Ordered (THCEN),,,225488,Follow-up X-RAY Ordered (THCEN),,chartevents,0,Thoracentesis,,,,metavision,,Checkbox,
,,Site cleansed with ChloraPrep (THCEN),,,225489,Site cleansed with ChloraPrep (THCEN),,chartevents,0,Thoracentesis,,,,metavision,,Checkbox,
,,Timeout Performed by (THCEN),,,225490,Timeout Performed by (THCEN),,,0,Thoracentesis,,,,metavision,,Text,
,,Patient identified correctly by 2 means (THCEN),,,225491,Patient identified correctly by 2 means (THCEN),,,0,Thoracentesis,,,,metavision,,Text,
,,Verification of (THCEN),,,225492,Verification of (THCEN),,,0,Thoracentesis,,,,metavision,,Text,
,,Timeout performed by (PACEN),,,225498,Timeout performed by (PACEN),,,0,Paracentesis,,,,metavision,,Text,
,,Patient identified correctly by 2 means (PACEN),,,225499,Patient identified correctly by 2 means (PACEN),,,0,Paracentesis,,,,metavision,,Text,
,,Verification of (PACEN),,,225500,Verification of (PACEN),,,0,Paracentesis,,,,metavision,,Text,
,,Insertion kit used (PACEN),,,225501,Insertion kit used (PACEN),,chartevents,0,Paracentesis,,,,metavision,,Checkbox,
,,Hand cleansing prior to procedure (PACEN),,,225503,Hand cleansing prior to procedure (PACEN),,chartevents,0,Paracentesis,,,,metavision,,Checkbox,
,,Site cleaned with ChloraPrep (PACEN),,,225504,Site cleaned with ChloraPrep (PACEN),,chartevents,0,Paracentesis,,,,metavision,,Checkbox,
,,Barrier precautions in place (PACEN),,,225506,Barrier precautions in place (PACEN),,,0,Paracentesis,,,,metavision,,Text,
,,Patient (Bronch),,,225510,Patient (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Indications (Bronch),,,225511,Indications (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Route (Bronch),,,225513,Route (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Type (Bronch),,,225514,Type (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Location (Bronch),,,225516,Location (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Services (Bronch),,,225518,Services (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Complications (Bronch),,,225524,Complications (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Bronchoalveolar lavage (BAL) / (Bronch),,,225526,Bronchoalveolar lavage (BAL) / washing (Bronch),,chartevents,0,Bronchoscopy,,,,metavision,,Checkbox,
,,Endobronchial ultrasound (EBUS) (Bronch),,,225527,Endobronchial ultrasound (EBUS) (Bronch),,chartevents,0,Bronchoscopy,,,,metavision,,Checkbox,
,,Brushings (Bronch),,,225528,Brushings (Bronch),,chartevents,0,Bronchoscopy,,,,metavision,,Checkbox,
,,Transbronchial biopsy (Bronch),,,225529,Transbronchial biopsy (Bronch),,chartevents,0,Bronchoscopy,,,,metavision,,Checkbox,
,,Transbronchial needle aspirate (Bronch),,,225530,Transbronchial needle aspirate (Bronch),,chartevents,0,Bronchoscopy,,,,metavision,,Checkbox,
,,Conscious sedation used (Bronch),,,225531,Conscious sedation used (Bronch),,chartevents,0,Bronchoscopy,,,,metavision,,Checkbox,
,,Photodynamic therapy PDT (Bronch),,,225532,Photodynamic therapy PDT (Bronch),,chartevents,0,Bronchoscopy,,,,metavision,,Checkbox,
,,Autofluorescence AF (Bronch),,,225533,Autofluorescence AF (Bronch),,chartevents,0,Bronchoscopy,,,,metavision,,Checkbox,
,,Hand cleansing prior to procedure(Bronch),,,225536,Hand cleansing prior to procedure (Bronch),,chartevents,0,Bronchoscopy,,,,metavision,,Checkbox,
,,Barrier precautions in place (Bronch),,,225538,Barrier precautions in place (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Timeout performed by (Bronch),,,225539,Timeout performed by (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Patient identified correctly (Bronch),,,225540,Patient identified correctly (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Verification of (Bronch),,,225541,Verification of (Bronch),,,0,Bronchoscopy,,,,metavision,,Text,
,,Side (A-Line),,,225550,Side (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,
,,Insertion site (A-Line),,,225552,Insertion site (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,
,,Replaced previous Arterial line,,,225556,Replaced previous Arterial line over wire,,chartevents,0,Arterial Line Insertion,,,,metavision,,Checkbox,
,,Insertion kit used (A-Line),,,225565,Insertion kit used (A-Line),,chartevents,0,Arterial Line Insertion,,,,metavision,,Checkbox,
,,Hand cleansing prior to procedure(A-Line),,,225567,Hand cleansing prior to procedure (A-Line),,chartevents,0,Arterial Line Insertion,,,,metavision,,Checkbox,
,,Site cleaned with ChloraPrep(TM) (A-Line),,,225568,Site cleaned with ChloraPrep(TM) (A-Line),,chartevents,0,Arterial Line Insertion,,,,metavision,,Checkbox,
,,Number of attempts required to place line (A-Line),,,225571,Number of attempts required to place line (A-Line),,,0,Arterial Line Insertion,,,,metavision,,Text,
,,Transparent dressing applied (A-Line),,,225573,Transparent dressing applied and dated (A-Line),,chartevents,0,Arterial Line Insertion,,,,metavision,,Checkbox,
,,Arterial Line ordered on POE,,,225575,Arterial Line ordered on POE,,chartevents,0,Arterial Line Insertion,,,,metavision,,Checkbox,
,,Indications (CVL),,,225578,Indications (CVL),,,0,CVL Insertion,,,,metavision,,Text,
,,Is alternative vascular access (CVL),,,225580,Is alternative vascular access present (CVL),,chartevents,0,CVL Insertion,,,,metavision,,Checkbox,
,,Location (CVL),,,225581,Location (CVL),,,0,CVL Insertion,,,,metavision,,Text,
,,ETT Depth (Intubation),,,225585,ETT Depth (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Stylette (Intubation),,,225586,Stylette (Intubation),,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,Bougie (Intubation),,,225587,Bougie (Intubation),,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,Tube Secured (Intubation),,,225588,Tube Secured (Intubation),,chartevents,0,Intubation,,,,metavision,,Checkbox,
,,Tracheal Confirmation (Intubation),,,225590,Tracheal Confirmation (Intubation),,,0,Intubation,,,,metavision,,Text,
,,ETT Size (Intubation),,,225592,ETT Size (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Best Larynx View Obtained (Intubation),,,225593,Best Larynx View Obtained (Intubation),,,0,Intubation,,,,metavision,,Text,
,,Timeout Performed by (LP),,,225596,Timeout Performed by (LP),,,0,Lumbar Puncture,,,,metavision,,Text,
,,Patient identified correctly (LP),,,225597,Patient identified correctly (LP),,,0,Lumbar Puncture,,,,metavision,,Text,
,,Verification of (LP),,,225598,Verification of (LP),,,0,Lumbar Puncture,,,,metavision,,Text,
,,Insertion kit used (LP),,,225599,Insertion kit used (LP),,chartevents,0,Lumbar Puncture,,,,metavision,,Checkbox,
,,Hand cleansing prior to procedure (LP),,,225601,Hand cleansing prior to procedure (LP),,chartevents,0,Lumbar Puncture,,,,metavision,,Checkbox,
,,Barrier precautions in place (LP),,,225602,Barrier precautions in place (LP),,,0,Lumbar Puncture,,,,metavision,,Text,
,,Hand cleansing prior (PA Line),,,225607,Hand cleansing prior to procedure (PA Line),,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,
,,Insertion kit used (PA line),,,225608,Insertion kit used (PA line),,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,
,,Site cleaned ChloraPrep(TM) (PA line),,,225609,Site cleaned with ChloraPrep(TM) (PA line),,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,
,,Location (PA line),,,225615,Location (PA line),,,0,PA Line Insertion,,,,metavision,,Text,
,,ZBrain Natiuretic Peptide (BNP),,,225622,ZBrain Natiuretic Peptide (BNP),None,chartevents,0,Labs,,,,metavision,,Numeric,
,,Number of attempts require to place line (PA line),,,225623,Number of attempts require to place line (PA line),,,0,PA Line Insertion,,,,metavision,,Text,
,,Guidewire (PA Line),,,225629,Guidewire (PA Line),,,0,PA Line Insertion,,,,metavision,,Text,
,,Ultrasound (PA line),,,225630,Ultrasound (PA line),,,0,PA Line Insertion,,,,metavision,,Text,
,,Side (PA line),,,225631,Side (PA line),,,0,PA Line Insertion,,,,metavision,,Text,
,,ZCK-MB,,,225632,ZCK-MB,None,chartevents,0,Labs,,,,metavision,,Numeric,
,,Acuity (PA line),,,225633,Acuity (PA line),,,0,PA Line Insertion,,,,metavision,,Text,
,,ZDigoxin,,,225644,ZDigoxin,None,chartevents,0,Labs,,,,metavision,,Numeric,
,,ZPhenytoin (Dilantin),,,225645,ZPhenytoin (Dilantin),None,chartevents,0,Labs,,,,metavision,,Numeric,
,,Transparent dressing applied  (PA line),,,225646,Transparent dressing applied and dated (PA line),,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,
,,PA line ordered on POE,,,225647,PA line ordered on POE,,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,
,,Follow-up X-RAY ordered (PA Line),,,225648,Follow-up X-RAYordered (PA Line),,chartevents,0,PA Line Insertion,,,,metavision,,Checkbox,
,,ZFK506,,,225655,ZFK506,None,chartevents,0,Labs,,,,metavision,,Numeric,
,,Freeform Drug Level,,,225658,Freeform Drug Level,None,chartevents,0,Labs,,,,metavision,,Numeric,
,,Freeform Enzymes,,,225659,Freeform Enzymes,None,chartevents,0,Labs,,,,metavision,,Numeric,
,,Freeform Hematology,,,225660,Freeform Hematology,None,chartevents,0,Labs,,,,metavision,,Numeric,
,,ZGentamicin (Peak),,,225662,ZGentamicin (Peak),None,chartevents,0,Labs,,,,metavision,,Numeric,
,,ZLDL measured,,,225670,ZLDL measured,None,chartevents,0,Labs,,,,metavision,,Numeric,
